3964
(1,0.0,-0.0)
(2,-187.47464632277843,-1256.0578913763165)
(3,744.7836186653003,-2940.9946148209274)
(4,413.0891524844337,435.9953073738143)
(5,-412.53317785123363,-1455.986369483173)
(6,-1504.6897473542485,-1835.1610693419352)
(7,5.893331112107262,-124.64951276872307)
(8,466.24032742052805,-1283.0782585507259)
(9,175.13200946513098,307.0091924658045)
(10,-267.8685782867251,-1519.8122573774308)
(11,-1237.93311833404,71.27594797872007)
(12,-1448.425114471931,-1077.9236188922077)
(13,-2756.0774518121034,442.3334181923419)
(14,-3784.2969384943135,-237.28997345920652)
(15,-3834.5570453376276,-192.7008078750223)
(16,1639.457998447353,-454.0088854888454)
(17,-983.7415160244564,-1041.4516829522327)
(18,-3830.7764178316575,-647.7104477044195)
(19,449.44989349739626,-1760.4380786363035)
(20,1032.6672837479273,-488.4793127486482)
(21,1556.1729983905097,-1113.5059954188764)
(22,2142.5038465871476,-1132.2979380218312)
(23,-1255.7243065969087,-471.1329041933641)
(24,1235.3756350209005,-1324.9987458959222)
(25,287.4388853762066,-676.2875438518822)
(26,-1179.6669767721323,-1087.1527978032827)
(27,-278.76568109798245,-1211.5799207184464)
(28,1638.0124644008465,-395.6315490016714)
(29,183.13804418360814,319.12943946942687)
(30,-1553.3931252243929,117.86662224307656)
(31,-2292.950582337333,-39.36300403159112)
(32,-1942.352978627081,-155.22811759542674)
(33,-1846.3917569329496,-369.8343260185793)
(34,-1923.4498410975793,326.1347198486328)
(35,-4303.132466217969,-606.3459349926561)
(36,-305.4524634926347,-1479.0037192991003)
(37,1720.6302948978264,-1821.8176781442016)
(38,-1631.3407688022126,69.49682915396988)
(39,146.8884980973089,332.3616357408464)
(40,674.2860351724084,484.5874903174117)
(41,-517.3899936771486,6.894085452891886)
(42,-1163.9884921152843,-1444.644486966543)
(43,-2266.5973847226705,77.16927909106016)
(44,980.7392530051293,-2048.0993538657203)
(45,-1829.3789331563748,-695.6354610873386)
(46,450.33945291035343,-1502.5770437475294)
(47,-850.3076040509623,-182.69326447695494)
(48,911.0200339987641,-3262.5703426776454)
(49,-1501.9098741881317,-1755.8790866434574)
(50,-850.0852141975192,-1275.9617832461372)
(51,-4679.527292909683,-615.9086986836046)
(52,300.0039120868314,-2491.2111365441233)
(53,1249.497390704928,1255.8355015246198)
(54,1781.7875045525143,-3219.5379060655832)
(55,-771.0256213535322,-1219.9195402171463)
(56,-1045.8994800186483,-1724.1885325508192)
(57,-1357.02288477018,-1584.9724843911827)
(58,-2121.3768105248455,50.0377169912681)
(59,604.3444263130659,148.5564219970256)
(60,-1379.8178447321989,-1062.9123037951067)
(61,-1440.6414696070133,-885.5563957970589)
(62,-1565.624567155377,-1584.1941199051216)
(63,968.841395854135,733.9977107811719)
(64,-250.2997798770666,-1132.1867430945858)
(65,-523.8392994225724,244.1840589120984)
(66,-3718.8031267005717,73.7222363660112)
(67,-94.29329779464751,-1346.9041464449838)
(68,36.138351159519516,484.3651004647836)
(69,1633.675862261909,-3964.543914584443)
(70,2114.482725072885,-1149.8667364306748)
(71,-1081.0370768383145,-1148.6435922374949)
(72,-1392.271676516626,-1568.6268301745877)
(73,-2961.009701617877,375.1716824993491)
(74,-432.88184942735825,-1669.8142134202644)
(75,-1622.889954377315,-996.4177376618609)
(76,-80.61632181738969,377.17319117859006)
(77,-807.9423369995784,-1041.2292930996045)
(78,-1362.9162158822874,168.79389864671975)
(79,-644.3745999053353,93.07015360239893)
(80,-2261.2600282437634,-244.29525383748114)
(81,878.3287255654577,-887.1131247701123)
(82,-1593.0897140364395,-1082.2602210314944)
(83,2132.273913336103,-1428.8548073815182)
(84,1733.7512962420005,198.14935928117484)
(85,144.33101478463504,362.161876081489)
(86,50.48249669652432,757.9046200104058)
(87,-239.40267706557643,-1618.442157311365)
(88,-3886.0402963740053,-667.3919497197494)
(89,-1513.3629516323563,-1780.6755552859977)
(90,-4623.5962448074715,-563.8694730140269)
(91,375.1716824986506,-922.8066962221637)
(92,-115.64272371050902,-1653.0237794984132)
(93,857.8688590627862,819.8401941517368)
(94,952.1621568573173,-899.900541334413)
(95,207.9345128253335,473.02321794535965)
(96,-1777.562097339891,-748.6754410974681)
(97,-1289.0827845904278,-867.987597387284)
(98,822.0640926831402,29.577850487083197)
(99,344.5930776713649,-790.9295132225379)
(100,-1700.5040131752612,-630.9200137807056)
